w_prior,w_neutral,w_structured_matchup,w_direct,MAE,RMSE,correlation,rank_correlation,bias,position
0.75,0,0.25,0,4.181771361493728,5.854052701706834,0.6216954682693625,0.6916996761910931,-0.06483393710453113,RB
0.5,0.25,0,0.25,4.18334172264354,5.783529324639178,0.6343228033079132,0.7020543228180037,0.010035945971279017,RB
0.25,0,0,0.75,4.183877497246116,5.770299969911773,0.6368247439109397,0.7040704921221298,-0.0036936217371436857,RB
0.25,0.25,0,0.5,4.187177338788044,5.766732014501577,0.6378998827893707,0.7054792253951593,0.01936795765468637,RB
0,0.5,0.5,0,4.188249403194372,5.823323181613237,0.6271179953487226,0.6975693003334094,-0.033191035271221636,RB
0,0.5,0.25,0.25,4.196133868711114,5.794019366122866,0.6329292518144485,0.7015371006075258,0.009285256729351076,RB
0,0,1,0,4.196672116344276,5.937306142964191,0.6091181603235036,0.6822131929801184,-0.16426677805602719,RB
0.75,0,0,0.25,4.197355062141764,5.8326173355623645,0.6252331164484315,0.6924137497781405,-0.02235764510395841,RB
0.25,0.5,0,0.25,4.202628370652817,5.78232195494436,0.635390177871329,0.7042293929147008,0.04242953704651643,RB
0.5,0.5,0,0,4.205013374072366,5.809426261100851,0.6298815652692437,0.699445316431922,0.033097525363109066,RB
0.75,0.25,0,0,4.212801080062676,5.849667281882089,0.6223584829626384,0.6909316011830999,7.039342878716235e-4,RB
0,0.25,0,0.75,4.217487868470932,5.79970407374981,0.6321399354057704,0.6991709752961761,0.02869996933809373,RB
0,0,0,1,4.218759362462933,5.813596471153575,0.629198232532651,0.6961571681880184,0.005638389946263683,RB
0,0.75,0.25,0,4.223047656991,5.827246927240723,0.6270637431486865,0.6980752446387187,0.032346836121181125,RB
0,0.5,0,0.5,4.22636348534672,5.804863774109733,0.6315928859659012,0.6994794550487546,0.05176154872992379,RB
0.25,0.75,0,0,4.228925868758468,5.816915757807243,0.6292455957482321,0.7005833136089233,0.06549111643834649,RB
0,0.75,0,0.25,4.247605653918957,5.829024979197924,0.6274080268855411,0.6973224033211308,0.07482312812175386,RB
1,0,0,0,4.256036238611762,5.936668292071481,0.6082798437923872,0.6751484800624841,-0.031689656787365766,RB
0,1,0,0,4.27972864430927,5.871953138394051,0.6196193627830503,0.6924695517550852,0.0978847075135839,RB
0.5,0.25,0.25,0,3.8910873947936206,5.381874419623602,0.5804011589591346,0.6397965288193451,0.05002925004090129,WR
0.5,0,0.25,0.25,3.8926386441418,5.382882614086311,0.5801644497987908,0.6389052116218614,0.03703968437629557,WR
0.25,0.25,0.25,0.25,3.893510575013931,5.363724455742696,0.5845315622017048,0.6435024601963487,0.07045336026856686,WR
0.25,0.25,0.5,0,3.8947707064059776,5.391685459117481,0.578276779561611,0.6384857585692233,0.034365483949103846,WR
0.25,0.5,0.25,0,3.894849380113035,5.368515919401712,0.5834916419284306,0.6435915926160631,0.08344292593317257,WR
0.25,0,0.5,0.25,3.896014419883915,5.393079232371425,0.577965173907023,0.637653216788419,0.021375918284498127,WR
0.25,0,0.25,0.5,3.897698939655736,5.370273183717059,0.5830535200893419,0.6418896620069978,0.05746379460396112,WR
0.5,0.25,0,0.25,3.8994601068993684,5.369345363707258,0.5832019776183726,0.6417913988208443,0.0861171263603643,WR
0.5,0,0.5,0,3.900311742031186,5.4172110414809875,0.5733068303812635,0.6328701908888303,9.518080568325515e-4,WR
0.5,0.5,0,0,3.9015453960256896,5.374520566771072,0.582122584734678,0.6419269597408523,0.09910669202497001,WR
0.5,0,0,0.5,3.903228356371258,5.375498592432111,0.5818326896923314,0.6400552396022109,0.07312756069575856,WR
0.25,0.5,0,0.25,3.908993091047901,5.362488109172794,0.5852701336725517,0.6447182508406417,0.11953080225263556,WR
0.25,0.25,0,0.5,3.91002761458613,5.362846081636455,0.5851496615265334,0.6437374142903638,0.10654123658802984,WR
0.25,0,0.75,0,3.9108145234717755,5.442617316754792,0.568001428608699,0.6290338445409113,-0.014711958034964868,WR
0.25,0.75,0,0,3.9136651255744637,5.37346782972331,0.5828150643833542,0.6441568791954428,0.13252036791724128,WR
0,0.25,0.5,0.25,3.9163552465359075,5.403018253698081,0.5759184410412727,0.6353806668449606,0.054789594176769436,WR
0.75,0,0.25,0,3.9168143216520654,5.436328125632467,0.5698854155337004,0.627718200388573,0.01661557414862998,WR
0.25,0,0,0.75,3.917026601874846,5.374539481665656,0.5824443571306893,0.6412329964165419,0.09355167092342413,WR
0,0.5,0.5,0,3.9179932107811837,5.407388541744405,0.5749883786319818,0.6353123464090585,0.06777915984137514,WR
0.75,0,0,0.25,3.9189126261758576,5.417466444540667,0.5732622426063303,0.6307551693907815,0.05270345046809298,WR
0.75,0.25,0,0,3.9189347966481454,5.41685040013416,0.5734334493397258,0.6316572577491031,0.06569301613269869,WR
0,0,0.5,0.5,3.9215500590324153,5.409905621039635,0.5743881598990188,0.6338516842376718,0.0418000285121637,WR
0,0.5,0.25,0.25,3.9227801055617153,5.386013086360481,0.5800653940281376,0.6394494876889368,0.10386703616083813,WR
0,0.25,0.25,0.5,3.924797040230836,5.386757363098279,0.5798614487269664,0.6385278736319492,0.09087747049623242,WR
0,0.25,0.75,0,3.9257995533390697,5.446041472649063,0.5667971511224013,0.6278830707067381,0.018701717857306427,WR
0,0,0.75,0.25,3.926915158531145,5.447804859439622,0.56641133405923,0.6271063789954386,0.005712152192700701,WR
0,0.75,0.25,0,3.927177271290936,5.39655781163834,0.5777060386855015,0.6387345357334611,0.11685660182544386,WR
0,0,0.25,0.75,3.9326888944737446,5.398785972947649,0.5770881628132255,0.6361686062794788,0.07788790483162669,WR
0,0.5,0,0.5,3.943479574287803,5.391635484954617,0.5792781983381345,0.6382577517718823,0.13995491248030112,WR
0,0.75,0,0.25,3.9448662883009953,5.397051967184405,0.5780700566321411,0.6385277110785677,0.15294447814490686,WR
0,0.25,0,0.75,3.94791644064983,5.397500684493719,0.577856139568211,0.6365839535744403,0.1269653468156954,WR
0,0,1,0,3.950479687009244,5.511931318116135,0.5541588422658401,0.6164266994646087,-0.03037572412676229,WR
0,1,0,0,3.953064266539685,5.413716268951661,0.5742949062920337,0.63676479341659,0.16593404380951257,WR
0,0,0,1,3.958743800929974,5.414610904391387,0.5738468335087342,0.6333358548595672,0.11397578115108968,WR
1,0,0,0,3.963225905314078,5.499504279608883,0.5586760484253921,0.6136001680079893,0.032279340240427425,WR
0.25,0,0.25,0.5,3.0040735364463353,4.249975973783991,0.5424015087458569,0.5748804450370751,-0.07214068876240208,TE
0.25,0,0.5,0.25,3.0070224701663237,4.2632457490559235,0.5382683945006669,0.5697151146358675,-0.11772166390705172,TE
0.25,0.25,0.25,0.25,3.0078312092921333,4.238651558683171,0.5458802483015536,0.5783156362244815,-0.03007835269517656,TE
0,0,0.5,0.5,3.0138192152171284,4.271640724767562,0.5360325265439864,0.5679220949496094,-0.1242713278192411,TE
0.25,0.25,0.5,0,3.0143214240087133,4.259700500403819,0.5390057610677452,0.5715649321882555,-0.0756593278398262,TE
0.5,0,0.25,0.25,3.0146378845998543,4.267308653664479,0.5363494529684703,0.5693577705854911,-0.0655910248502127,TE
0,0.25,0.5,0.25,3.015931852649402,4.25878826710066,0.5399195100231795,0.5720600926882748,-0.08220899175201558,TE
0,0.25,0.25,0.5,3.016007233471295,4.251187074227862,0.5423736584668596,0.5761147966635306,-0.03662801660736594,TE
0,0,0.25,0.75,3.01784455602087,4.2717843222348675,0.5356306036517913,0.5704476673407336,-0.07869035267459147,TE
0.25,0.25,0,0.5,3.0189955932149837,4.248545468225212,0.5425294965111226,0.5775578332946485,0.015502622449473074,TE
0.25,0,0,0.75,3.0201872069327833,4.267573094336167,0.5363502597896196,0.5727017646227236,-0.026559713617752462,TE
0.5,0,0,0.5,3.022904400884109,4.271488280459101,0.5348948581236838,0.5702935082299662,-0.020010049705563065,TE
0.5,0,0.5,0,3.0229744738179085,4.29384292191075,0.5284524129914501,0.5614559835516825,-0.11117199999486234,TE
0.5,0.25,0.25,0,3.023168905819818,4.265350562101723,0.5368134132237545,0.5710408923754242,-0.023528688782987178,TE
0.25,0.5,0.25,0,3.02335287466277,4.246530093197726,0.5430246516131947,0.5769990713024934,0.01198398337204897,TE
0,0.5,0.25,0.25,3.0257554755486145,4.249708380911921,0.5425927831719324,0.5767179842398492,0.005434319459859594,TE
0.25,0,0.75,0,3.026642557926128,4.307097135288292,0.5246604517366843,0.557422033547638,-0.16330263905170136,TE
0,0,0.75,0.25,3.0275419853790435,4.302155337055704,0.5262890645256694,0.5585477203299205,-0.16985230296389073,TE
0.5,0.25,0,0.25,3.0288082922170187,4.261806145752072,0.5379201884484378,0.5734464303003084,0.02205228636166245,TE
0,0.5,0.5,0,3.0301389701703934,4.265046314498387,0.5373902994741913,0.5712383625227085,-0.040146655684790054,TE
0.25,0.5,0,0.25,3.030838398004301,4.248655859677569,0.5424598035820805,0.5777907360727325,0.057564958516698586,TE
0,0.25,0.75,0,3.0340315727002216,4.2970706702088854,0.5274338531292851,0.5610019797079362,-0.12778996689666522,TE
0,0.25,0,0.75,3.0363870486890416,4.2744307753235224,0.5343400590455085,0.572514798674141,0.008952958537283683,TE
0,0.5,0,0.5,3.041537084892907,4.265240375129256,0.5373984276976916,0.5748455388713272,0.05101529460450922,TE
0,0,0,1,3.0424138499770006,4.3025830598320205,0.5251059484665007,0.5655944099303492,-0.03310937752994183,TE
0.5,0.5,0,0,3.046539017786464,4.271223554926776,0.5351452106207573,0.5717413578803191,0.06411462242888798,TE
0.75,0,0.25,0,3.047910945070889,4.323311624135751,0.5201691003897995,0.555422883302955,-0.05904136093802332,TE
0,0.75,0.25,0,3.048113860321789,4.267368116746494,0.5365187576430795,0.5732799883913713,0.04749665552708509,TE
0.75,0,0,0.25,3.049694008361162,4.314222644990164,0.5225827538805046,0.5593993099004491,-0.013460385793373685,TE
0.25,0.75,0,0,3.05641134875166,4.2679027836501415,0.5363857017445689,0.5739388876405781,0.09962729458392411,TE
0,0,1,0,3.058402547623722,4.362684893925301,0.507994027263462,0.5420858667955738,-0.21543327810854038,TE
0,0.75,0,0.25,3.0586172629306807,4.275134150006663,0.534212107838337,0.5729389072260351,0.09307763067173473,TE
0.75,0.25,0,0,3.0614637325969705,4.3138518215409585,0.5229320369887536,0.5605732126700828,0.028601950273851835,TE
0,1,0,0,3.0888968165474275,4.303980492729278,0.525336108440203,0.5670774319900899,0.13513996673896025,TE
1,0,0,0,3.101151806259173,4.394643878272891,0.5027017422038567,0.5411434985504012,-0.006910721881184307,TE
