position,season,week,player_id,projected_weekly_fppg_24,residual,risk_score_24,signal_correction_24,response_adjustment_raw_24,talent_weight_24
QB,2022,2,00-0035710,14.397967946770104,-1.257967946770103,2.4105899949231366,0,0,0.9438743126816935
QB,2022,2,00-0034855,14.053643055440192,-0.7536430554401914,0.8727208033442044,0,0,0.9438743126816935
QB,2022,2,00-0036945,13.968547430170132,-5.168547430170131,2.615106694868513,0,0,0.9438743126816935
QB,2022,2,00-0036972,13.366821557338444,-0.686821557338444,2.2945916773599055,0,0,0.9438743126816935
QB,2022,2,00-0031345,13.017385888525467,3.6426141114745327,5.758701790501135,0,0,1
QB,2022,2,00-0036898,12.92688802269628,-5.746888022696281,2.7459904129713575,0,0,0.9438743126816935
QB,2022,2,00-0036212,11.86206073364103,26.997939266358976,2.024114883303874,0,0,0.9438743126816935
QB,2022,2,00-0032268,11.564608595452928,3.875391404547072,5.135332254324458,0,0,0.9438743126816935
QB,2022,2,00-0033869,10.875849892210526,0.5441501077894717,4.162879114614847,0,0,0.9438743126816935
QB,2022,2,00-0026158,10.726211060084212,18.153788939915792,5.006735986603253,0,0,0.9438743126816935
QB,2022,2,00-0030565,10.17636755962073,-4.096367559620729,7.75046292249837,0,0,0.9438743126816935
QB,2022,2,00-0038128,10.095064409140695,-8.255064409140696,2.3000916101410844,0,0,1
QB,2022,2,00-0031503,9.020351120723555,-1.3803511207235557,4.598080779903579,0,0,0.9438743126816935
QB,2022,2,00-0032436,8.158885737542516,-7.158885737542516,4.5383750177988,0,0,0.9438743126816935
QB,2022,2,00-0037012,7.923476120723557,-5.423476120723557,5.576224357866222,0,0,0.9438743126816935
QB,2022,2,00-0028986,7.712801236660478,-7.5128012366604775,5.87923048800304,0,0,1
QB,2022,2,00-0033662,5.306010589312309,8.29398941068769,5.310237612404658,0,0,0.9438743126816935
QB,2022,2,00-0033119,4.665580108170047,10.794419891829953,5.148741127884575,0,0,0.9438743126816935
QB,2022,3,00-0034857,23.356160957887734,5.343839042112265,5.311510314499074,0,0,0.8908987181403393
QB,2022,3,00-0034796,22.535749396407702,16.8842506035923,10.86672983773082,0,0,0.8908987181403393
QB,2022,3,00-0033873,21.73158848105609,-4.651588481056091,9.639311481460918,0,0,0.8908987181403393
QB,2022,3,00-0035228,21.625496081151915,-8.265496081151916,3.409437871520548,0,0,0.8908987181403393
QB,2022,3,00-0036355,21.5931636155552,-7.013163615555198,3.404158113929425,0,0,0.8908987181403393
QB,2022,3,00-0036442,19.898891843123614,3.1011081568763856,3.4746001885036693,0,0,0.8908987181403393
QB,2022,3,00-0019596,19.25811807467542,-4.518118074675419,9.347326837929035,0,0,0.8908987181403393
QB,2022,3,00-0023459,19.076000854741043,-2.9760008547410415,9.913461325448159,0,0,0.8908987181403393
QB,2022,3,00-0029263,18.755608226637325,-9.695608226637324,8.905017034277478,0,0,0.8908987181403393
QB,2022,3,00-0032950,17.669096892311714,-7.029096892311713,5.55404000074381,0,0,0.8908987181403393
QB,2022,3,00-0036389,17.4367424910791,10.1632575089209,4.721340244913306,0,0,0.8908987181403393
QB,2022,3,00-0029604,16.976029575438798,1.3239704245611996,10.460765852840286,0,0,0.8908987181403393
QB,2022,3,00-0026498,16.559795918336054,-6.3997959183360535,9.961799676711383,0,0,0.8908987181403393
QB,2022,3,00-0031280,15.861237107514416,3.958762892485584,6.57722462567705,0,0,0.8908987181403393
QB,2022,3,00-0033106,15.689483709217852,-1.8094837092178508,7.118460238918397,0,0,0.8908987181403393
QB,2022,3,00-0029701,14.985658076955644,3.774341923044357,9.377309138807723,0,0,0.8908987181403393
QB,2022,3,00-0026143,14.918037381612784,2.361962618387217,10.565587496093457,0,0,0.8908987181403393
QB,2022,3,00-0036971,14.898251731126477,10.281748268873523,3.017696566942712,0,0,0.8908987181403393
QB,2022,3,00-0036212,14.42161048533334,-2.9816104853333396,8.256981683484424,0,0,0.8908987181403393
QB,2022,3,00-0035710,14.315160917793886,-0.5751609177938857,2.7534696056372714,0,0,0.8908987181403393
QB,2022,3,00-0034855,14.021261877291206,-3.3212618772912066,1.8931602793873825,0,0,0.8908987181403393
QB,2022,3,00-0036945,13.480809764980116,-8.540809764980114,4.106391427439648,0,0,0.8908987181403393
QB,2022,3,00-0031345,13.358880961476206,-2.918880961476207,4.388509880059904,0,0,0.9438743126816935
QB,2022,3,00-0036972,13.274822775544813,2.665177224455187,2.432161757824442,0,0,0.8908987181403393
QB,2022,3,00-0026158,12.463370260765156,-5.063370260765156,8.698443280875367,0,0,0.8908987181403393
QB,2022,3,00-0036898,12.432468572072526,-2.6324685720725256,4.542105663534759,0,0,0.8908987181403393
QB,2022,3,00-0032268,12.027192189026763,5.532807810973239,4.560645414579256,0,0,0.8908987181403393
QB,2022,3,00-0031237,11.88544758033042,-11.88544758033042,5.420930743728658,0,0,1
QB,2022,3,00-0033869,10.944167144740472,4.035832855259528,3.0736776408762205,0,0,0.8908987181403393
QB,2022,3,00-0030565,9.86045022586686,9.039549774133139,8.194558006731526,0,0,0.8908987181403393
QB,2022,3,00-0031503,9.013526004786636,5.6064739952133635,5.721698646137447,0,0,0.8908987181403393
QB,2022,3,00-0033936,8.990845870039053,-9.090845870039052,4.256337456221911,0,0,1
QB,2022,3,00-0033662,6.0569405283489655,6.343059471651035,8.31821283082283,0,0,0.8908987181403393
QB,2022,3,00-0033119,5.737826131462801,12.162173868537202,4.845741576826643,0,0,0.8908987181403393
QB,2022,4,00-0034796,24.31085523528374,-11.250855235283739,9.795796958570586,0,0,0.8408964152537145
QB,2022,4,00-0034857,24.013430847362223,-0.4934308473622231,4.399486460352566,0,0,0.8408964152537145
QB,2022,4,00-0033873,21.39001096401115,1.9699890359888492,8.96976907526916,0,0,0.8408964152537145
QB,2022,4,00-0036355,20.973904352221908,0.12609564777809368,4.544078556990282,0,0,0.8408964152537145
QB,2022,4,00-0035228,20.885751341019,1.9942486589810038,4.882116922577441,0,0,0.8408964152537145
QB,2022,4,00-0036442,20.156976438147808,-0.07697643814780974,3.8954717318479783,0,0,0.8408964152537145
QB,2022,4,00-0019596,18.65350348913595,8.746496510864048,8.63660053997216,0,0,0.8408964152537145
QB,2022,4,00-0023459,18.64456325611708,-2.5045632561170805,9.042008205468957,0,0,0.8408964152537145
QB,2022,4,00-0036389,18.63690201133921,-2.676902011339209,4.268292126025894,0,0,0.8408964152537145
QB,2022,4,00-0029263,17.753062085102247,9.226937914897757,8.54837447371057,0,0,0.8408964152537145
QB,2022,4,00-0032950,17.2282155201219,-9.9282155201219,7.033764034192516,0,0,0.8408964152537145
QB,2022,4,00-0029604,17.03490116288817,-4.114901162888168,9.225544321918616,0,0,0.8408964152537145
QB,2022,4,00-0031280,16.24381071049352,-4.72381071049352,5.773598625452495,0,0,0.8408964152537145
QB,2022,4,00-0026498,15.890156004681891,-7.130156004681892,8.343636702127341,0,0,0.8408964152537145
QB,2022,4,00-0036971,15.884919800611884,-2.224919800611884,3.3373063426973206,0,0,0.8408964152537145
QB,2022,4,00-0033106,15.629759627385024,17.590240372614975,6.751870397827661,0,0,0.8408964152537145
QB,2022,4,00-0029701,15.234019644999224,-0.854019644999223,7.863577446038311,0,0,0.8408964152537145
QB,2022,4,00-0026143,15.023119606811308,4.816880393188695,8.431095124902313,0,0,0.8408964152537145
QB,2022,4,00-0036212,14.410535237025645,-12.010535237025644,6.277259389282284,0,0,0.8408964152537145
QB,2022,4,00-0037013,14.386617099580702,3.893382900419299,4.29343076247717,0,0,1
QB,2022,4,00-0035710,14.288603888817669,7.351396111182332,2.3889750411018156,0,0,0.8408964152537145
QB,2022,4,00-0034855,13.74513069914222,-5.86513069914222,2.5155471534049574,0,0,0.8408964152537145
QB,2022,4,00-0031345,13.117251034426944,0.742748965573055,5.131844838985138,0,0,0.8908987181403393
QB,2022,4,00-0032268,12.688525782600596,-8.828525782600597,5.019151618663362,0,0,0.8408964152537145
QB,2022,4,00-0036945,12.631197099790104,-0.4711970997901034,3.9243055135498732,0,0,0.8408964152537145
QB,2022,4,00-0036898,12.183674121448773,1.6563258785512271,3.538031019477293,0,0,0.8408964152537145
QB,2022,4,00-0038102,11.700785677792387,0.5992143222076134,3.374334940275028,0,0,1
QB,2022,4,00-0033869,11.346234397270416,-9.886234397270417,3.00046926211012,0,0,0.8408964152537145
QB,2022,4,00-0031237,10.771186869674445,0.048813130325555676,4.856549948913049,0,0,0.9438743126816935
QB,2022,4,00-0030565,10.746407892112993,20.95359210788701,7.103938444279121,0,0,0.8408964152537145
QB,2022,4,00-0027973,9.81416750634403,5.925832493655971,5.25640454748064,0,0,1
QB,2022,4,00-0038108,8.236823324245199,-0.27682332424519895,2.8722860794142515,0,0,1
QB,2022,4,00-0026625,7.712801236660478,-6.232801236660478,4.784497874934586,0,0,1
QB,2022,4,00-0028118,7.712801236660478,-6.272801236660477,4.869216104436671,0,0,1
QB,2022,4,00-0033119,7.038822154755555,7.921177845244446,5.026087835594777,0,0,0.8408964152537145
QB,2022,4,00-0033662,6.695370467385624,10.924629532614377,7.454148408505976,0,0,0.8408964152537145
QB,2022,5,00-0034796,24.690961074159773,-9.930961074159772,9.351562827247445,0,0,0.7937005259840998
QB,2022,5,00-0034857,23.793200736836717,11.366799263163287,5.96199287687698,0,0,0.7937005259840998
QB,2022,5,00-0035228,21.04663160088609,-4.8466316008860915,4.966763889640734,0,0,0.7937005259840998
QB,2022,5,00-0036355,20.633395088888616,-6.213395088888614,3.5592835311632465,0,0,0.7937005259840998
QB,2022,5,00-0033873,20.169683446966214,10.310316553033786,6.413203241530379,0,0,0.7937005259840998
QB,2022,5,00-0036442,20.10943603317201,-2.8294360331720085,4.237342077839092,0,0,0.7937005259840998
QB,2022,5,00-0019596,19.935763903596477,-0.19576390359647888,8.809816996418176,0,0,0.7937005259840998
QB,2022,5,00-0023459,19.26375065749311,-2.383750657493106,8.111448724874645,0,0,0.7937005259840998
QB,2022,5,00-0036389,18.82143653159931,8.83856346840069,4.610758332810328,0,0,0.7937005259840998
QB,2022,5,00-0029263,18.23364094356717,-9.07364094356717,9.357216659185656,0,0,0.7937005259840998
QB,2022,5,00-0033106,18.215660545552197,-10.355660545552198,5.833185633008343,0,0,0.7937005259840998
QB,2022,5,00-0036971,16.32721287009729,-5.9872128700972915,3.321773789832818,0,0,0.7937005259840998
QB,2022,5,00-0031280,16.127009313472627,1.8129906865273746,5.541326141403832,0,0,0.7937005259840998
QB,2022,5,00-0029604,16.052522750337538,6.187477249662461,8.696243484512223,0,0,0.7937005259840998
QB,2022,5,00-0026498,15.539266091027732,-1.2192660910277322,8.149499254151854,0,0,0.7937005259840998
QB,2022,5,00-0032950,15.304209147932088,6.555790852067911,6.36281987476912,0,0,0.7937005259840998
QB,2022,5,00-0026143,14.964451832009834,-8.824451832009833,7.507461505144765,0,0,0.7937005259840998
QB,2022,5,00-0035710,14.82954685984145,-2.4495468598414494,2.9413111911360814,0,0,0.7937005259840998
QB,2022,5,00-0037013,14.751621746495012,-0.15162174649501203,2.4855245043616936,0,0,0.9438743126816935
QB,2022,5,00-0029701,14.321756213042802,-2.7817562130428026,8.136228181024817,0,0,0.7937005259840998
QB,2022,5,00-0031345,13.19624610737768,4.823753892622319,4.410115058906282,0,0,0.8408964152537145
QB,2022,5,00-0030565,12.991115558359123,11.028884441640876,9.394679364634733,0,0,0.7937005259840998
QB,2022,5,00-0034855,12.513374520993237,-5.913374520993237,1.9282796267790259,0,0,0.7937005259840998
QB,2022,5,00-0036945,11.989084434600093,5.030915565399907,3.7767688522852785,0,0,0.7937005259840998
QB,2022,5,00-0038102,11.756962020499351,0.32303797950064883,3.73959972275372,0,0,0.9438743126816935
QB,2022,5,00-0036898,11.63612967082502,-5.83612967082502,3.6732341897895795,0,0,0.7937005259840998
QB,2022,5,00-0032268,11.173609376174433,6.806390623825568,6.4747785707484065,0,0,0.7937005259840998
QB,2022,5,00-0031237,10.671301159018466,-10.671301159018466,6.705226154695939,0,0,0.8908987181403393
QB,2022,5,00-0027973,10.369714302624278,-0.48971430262427695,5.039776853424208,0,0,0.9438743126816935
QB,2022,5,00-0033662,8.946300406422282,-4.966300406422281,4.696098052422174,0,0,0.7937005259840998
QB,2022,5,00-0033119,8.554193178048308,5.845806821951694,2.8473786366832017,0,0,0.7937005259840998
QB,2022,5,00-0038108,8.210871137597211,1.8091288624027886,3.9517828244354636,0,0,0.9438743126816935
QB,2022,5,00-0037327,7.895772801116368,-3.2557728011163674,4.558603737254897,0,0,1
QB,2022,5,00-0037834,7.65832404574592,-7.75832404574592,4.745278565102766,0,0,1
QB,2022,5,00-0028986,7.008476120723557,-6.888476120723557,5.211238050787561,0,0,0.9438743126816935
QB,2022,5,00-0033275,2.7939302513227515,-0.3939302513227516,2.7677800826127674,0,0,1
QB,2022,6,00-0034857,25.17547062631121,3.1845293736887896,6.225642651060407,0,0,0.7491535384383408
QB,2022,6,00-0033873,22.09060592992129,-2.4706059299212875,6.289518577279738,0,0,0.7491535384383408
QB,2022,6,00-0034796,21.38919191303581,-3.2891919130358076,7.379454953367065,0,0,0.7491535384383408
QB,2022,6,00-0019596,20.925524318057004,-7.205524318057003,7.431835366538337,0,0,0.7491535384383408
QB,2022,6,00-0036442,20.18752062819621,12.31247937180379,2.9218517374829016,0,0,0.7491535384383408
QB,2022,6,00-0035228,19.483136860753177,-2.6031368607531746,3.962522238277788,0,0,0.7491535384383408
QB,2022,6,00-0036355,19.082885825555323,-10.662885825555323,3.712638225971489,0,0,0.7491535384383408
QB,2022,6,00-0036389,18.989721051859412,-2.0897210518594136,3.629961144286895,0,0,0.7491535384383408
QB,2022,6,00-0023459,18.672938058869143,-4.832938058869143,5.718694837424894,0,0,0.7491535384383408
QB,2022,6,00-0029604,17.741394337786907,-1.2413943377869074,7.569224169765631,0,0,0.7491535384383408
QB,2022,6,00-0029263,17.5567198020321,-3.7367198020320984,9.269579508799275,0,0,0.7491535384383408
QB,2022,6,00-0030565,16.679573224605257,-3.999573224605257,5.994711351180634,0,0,0.7491535384383408
QB,2022,6,00-0036971,15.470130939582695,9.429869060417303,4.254866122332332,0,0,0.7491535384383408
QB,2022,6,00-0026143,15.34390905720836,11.816090942791643,6.826440834224415,0,0,0.7491535384383408
QB,2022,6,00-0035710,14.912364830865233,0.6076351691347668,3.5985166388501115,0,0,0.7491535384383408
QB,2022,6,00-0037013,14.77162639340932,-10.27162639340932,2.83349451372163,0,0,0.8908987181403393
QB,2022,6,00-0026498,14.385876177373571,-2.565876177373571,7.960915853383404,0,0,0.7491535384383408
QB,2022,6,00-0032950,14.369577775742274,-10.209577775742273,6.355875874853599,0,0,0.7491535384383408
QB,2022,6,00-0031345,13.425866180328416,3.514133819671585,5.194137571263494,0,0,0.7937005259840998
QB,2022,6,00-0036945,12.770096769410076,5.629903230589923,4.430345574463316,0,0,0.7491535384383408
QB,2022,6,00-0038102,11.792513363206314,-3.512513363206315,2.0598070695715225,0,0,0.8908987181403393
QB,2022,6,00-0032268,11.737442969748267,12.422557030251733,5.955115964866784,0,0,0.7491535384383408
QB,2022,6,00-0027973,10.375886098904523,0.10411390109547725,6.676997088820439,0,0,0.8908987181403393
QB,2022,6,00-0033869,10.164551649800362,0.09544835019963749,4.89700225481547,0,0,0.7937005259840998
QB,2022,6,00-0031237,9.55704044836249,8.602959551637511,5.321008064972699,0,0,0.8408964152537145
QB,2022,6,00-0033119,9.521439201341062,1.1185607986589385,3.456144743542209,0,0,0.7491535384383408
QB,2022,6,00-0038108,8.378043950949223,11.481956049050776,3.7163749563181834,0,0,0.8908987181403393
QB,2022,6,00-0033662,8.28223034545894,-3.0422303454589397,7.548640736720782,0,0,0.7491535384383408
QB,2022,6,00-0036226,7.712801236660478,-7.352801236660477,2.5177040517634754,0,0,1
QB,2022,6,00-0037327,7.590544101011709,-3.1305441010117088,5.137513625485299,0,0,0.9438743126816935
QB,2022,6,00-0036264,7.550996024214606,-7.230996024214606,3.67623607951756,0,0,0.9438743126816935
QB,2022,6,00-0033275,2.7569992902612435,-0.45699929026124364,3.1356706955836633,0,0,0.9438743126816935
QB,2022,7,00-0033873,22.840278412876355,4.079721587123647,5.0587747312256814,0,0,0.7071067811865476
QB,2022,7,00-0036442,21.95685522322041,17.283144776779594,4.878693095469666,0,0,0.7071067811865476
QB,2022,7,00-0019596,20.681534732517537,-8.981534732517538,8.640565743714516,0,0,0.7071067811865476
QB,2022,7,00-0033077,20.27396407264438,-7.9939640726443795,11.945554659515617,0,0,0.9438743126816935
QB,2022,7,00-0035228,19.789642120620265,-2.6296421206202645,3.4048250500895203,0,0,0.7071067811865476
QB,2022,7,00-0023459,17.843375460245177,-2.0833754602451773,7.386610354373149,0,0,0.7071067811865476
QB,2022,7,00-0034796,17.572422751911844,-6.872422751911845,6.25432585897538,0,0,0.7071067811865476
QB,2022,7,00-0036355,17.507376562222035,2.1126234377779625,5.359538082908648,0,0,0.7071067811865476
QB,2022,7,00-0026143,17.033366282406885,-7.113366282406885,7.821794121454957,0,0,0.7071067811865476
QB,2022,7,00-0030565,16.95928089085139,-1.859280890851391,5.376537249604372,0,0,0.7071067811865476
QB,2022,7,00-0033106,16.299686463719365,-10.779686463719363,6.843139230756501,0,0,0.7491535384383408
QB,2022,7,00-0031280,16.061457916451733,-2.521457916451734,4.470055899014393,0,0,0.7491535384383408
QB,2022,7,00-0036971,15.580549009068104,3.119450990931899,3.3106054072009163,0,0,0.7071067811865476
QB,2022,7,00-0029701,15.540117781086382,-9.660117781086381,5.503062763956374,0,0,0.7491535384383408
QB,2022,7,00-0035710,15.423932801889014,13.356067198110987,2.871461980655529,0,0,0.7071067811865476
QB,2022,7,00-0036945,15.047359104220064,8.312640895779936,2.621103533696706,0,0,0.7071067811865476
QB,2022,7,00-0031345,14.543611253279154,3.776388746720846,3.5871895992977816,0,0,0.7491535384383408
QB,2022,7,00-0037013,13.844756040323633,-6.6047560403236325,3.5851040956910754,0,0,0.8408964152537145
QB,2022,7,00-0036212,13.811334988717952,2.128665011282047,7.352841815331467,0,0,0.7937005259840998
QB,2022,7,00-0036972,13.48844899375118,-12.56844899375118,2.829772367750779,0,0,0.8408964152537145
QB,2022,7,00-0032268,13.221276563322103,-1.1612765633221027,4.8133421569169,0,0,0.7071067811865476
QB,2022,7,00-0031800,11.773099145970452,2.6669008540295476,6.341178277042501,0,0,1
QB,2022,7,00-0038102,11.471814705913278,-1.1918147059132789,3.890439641396882,0,0,0.8408964152537145
QB,2022,7,00-0036898,11.216085220201268,6.86391477979873,4.141876432131418,0,0,0.7491535384383408
QB,2022,7,00-0027973,10.43830789518477,16.10169210481523,5.435825796523272,0,0,0.8408964152537145
QB,2022,7,00-0038108,9.467716764301237,-2.167716764301236,5.617848955915978,0,0,0.8408964152537145
QB,2022,7,00-0033119,9.259935224633816,2.860064775366183,2.964315002042686,0,0,0.7071067811865476
QB,2022,7,00-0026197,6.9897261207235575,-7.289726120723557,5.258103229786631,0,0,0.9438743126816935
QB,2022,7,00-0037834,6.93098116645724,-6.19098116645724,4.590625196482394,0,0,0.9438743126816935
QB,2022,7,00-0034955,4.36904690873319,3.5309530912668103,3.500620225160297,0,0,1
QB,2022,7,00-0033275,2.7106933291997355,12.369306670800265,4.998356667456533,0,0,0.8908987181403393
QB,2022,8,00-0036442,26.43306481824461,-10.95306481824461,6.459990076209536,0,0,0.6674199270850172
QB,2022,8,00-0034857,25.808990515785705,-8.188990515785708,5.643710762404816,0,0,0.7071067811865476
QB,2022,8,00-0033077,19.371161754784616,6.028838245215383,11.349689989013257,0,0,0.8908987181403393
QB,2022,8,00-0035228,18.29489738048735,6.345102619512652,1.6349421354540514,0,0,0.6674199270850172
QB,2022,8,00-0029263,18.009798660497022,-4.229798660497023,9.500878765657873,0,0,0.7071067811865476
QB,2022,8,00-0036389,17.821755572119518,10.578244427880481,3.763075507394371,0,0,0.7071067811865476
QB,2022,8,00-0036945,17.67149643903005,8.368503560969948,2.6025883542449075,0,0,0.6674199270850172
QB,2022,8,00-0029604,17.417765925236274,8.062234074763726,7.032873820147552,0,0,0.7071067811865476
QB,2022,8,00-0023459,17.28381286162121,-2.0638128616212104,6.798912159275447,0,0,0.6674199270850172
QB,2022,8,00-0035710,17.2192507729128,-8.179250772912802,4.515878922854691,0,0,0.6674199270850172
QB,2022,8,00-0019596,17.16254514697806,-0.06254514697806002,7.8058247354462456,0,0,0.6674199270850172
QB,2022,8,00-0036971,16.837217078553508,-10.017217078553507,3.601588753170244,0,0,0.6674199270850172
QB,2022,8,00-0034796,16.570653590787877,5.249346409212123,6.09003553021633,0,0,0.6674199270850172
QB,2022,8,00-0031345,15.685106326229892,2.014893673770107,2.9315540817775503,0,0,0.7071067811865476
QB,2022,8,00-0032268,15.467610156895937,6.952389843104065,4.802122252062564,0,0,0.6674199270850172
QB,2022,8,00-0033106,15.088712381886534,3.0512876181134665,6.891380365442376,0,0,0.7071067811865476
QB,2022,8,00-0031280,14.94840651943084,-13.00840651943084,3.8799965470980053,0,0,0.7071067811865476
QB,2022,8,00-0030565,14.579613557097517,4.500386442902482,5.020129132401455,0,0,0.6674199270850172
QB,2022,8,00-0026498,14.113736263719414,3.266263736280589,6.8960983803211455,0,0,0.7071067811865476
QB,2022,8,00-0035289,13.965765251463727,-13.145765251463727,7.857522059510612,0,0,1
QB,2022,8,00-0036898,12.521040769577514,-3.641040769577513,4.170026257122743,0,0,0.7071067811865476
QB,2022,8,00-0037013,12.28413568723794,4.115864312762062,3.938306728688148,0,0,0.7937005259840998
QB,2022,8,00-0036972,12.230825211957548,-0.5708252119575477,5.155063906226428,0,0,0.7937005259840998
QB,2022,8,00-0031800,12.023121101035722,10.036878898964277,4.877541618215776,0,0,0.9438743126816935
QB,2022,8,00-0027973,11.99635469146502,5.16364530853498,7.1315145636786745,0,0,0.7937005259840998
QB,2022,8,00-0038102,11.142991048620242,-1.8029910486202425,2.232849653908194,0,0,0.7937005259840998
QB,2022,8,00-0036212,10.79338474041026,18.38661525958974,5.855943188414135,0,0,0.7491535384383408
QB,2022,8,00-0033119,9.511556247926572,12.808443752073428,3.132182338940048,0,0,0.6674199270850172
QB,2022,8,00-0038128,9.321152120783754,-7.921152120783754,3.300167931926686,0,0,0.9438743126816935
QB,2022,8,00-0035264,7.712801236660478,-4.832801236660478,4.2762534358436515,0,0,1
QB,2022,8,00-0032156,7.712801236660478,-7.5128012366604775,2.896275688031002,0,0,1
QB,2022,8,00-0036879,6.870380114384526,2.6696198856154734,3.3879917518727343,0,0,1
