player_id,player_display_name,position,current_team,dynasty_value,year1_fppg,year3_fppg,elite_probability,starter_probability,breakout_probability,confidence,overall_rank
00-0041194,Jack Strand,QB,ATL,569.9456402081829,8.94860575388374,9.128472729536805,0.02764144658918566,0.1027401903029289,0.14404118675643457,Rookie-Low,75
00-0036972,Mac Jones,QB,SF,559.8388564631808,10.248721720055393,10.248721720055393,0.07475327818312918,0.1895421922638439,0.23913634713007983,Low,76
00-0041438,Carnell Tate,WR,TEN,559.5103467917614,8.660391224684576,9.098823530434233,0.0621724182745371,0.23305325414693903,0.20061129095955132,Rookie-Medium,77
00-0040126,Colston Loveland,TE,CHI,559.0423202648624,7.938666850875042,8.34056186020059,0.23068115336038836,0.5426663027510079,0.12307708277907374,High,78
00-0038559,Michael Wilson,WR,ARI,558.1521645427819,8.448182400928545,8.179896899903436,0.08965559005966021,0.350225829362457,0.07953731531671092,High,79
00-0036912,DeVonta Smith,WR,PHI,547.5772594605862,9.218365126473394,7.851020510575766,0.06563601820540828,0.2956952441205029,0.06049387996327051,High,80
00-0030565,Geno Smith,QB,NYJ,543.566478212703,10.964344240420202,8.01738448331544,0.03939025164996553,0.09748234360317516,0.18632351171023237,Low,81
00-0039361,Bucky Irving,RB,TB,541.3904183566289,12.273231701841224,10.963374156448266,0.15325010257128538,0.345335879129681,0.07015788856262306,Medium,82
00-0041414,Matthew Caldwell,QB,LA,538.7682145547082,8.459095051613854,8.629122862151293,0.05050365218843448,0.15719239784583275,0.13011619601416635,Rookie-Low,83
00-0041029,Jordyn Tyson,WR,NO,537.7343869826142,8.436811841172839,8.647732137202158,0.0621724182745371,0.23305325414693903,0.16970498929629352,Rookie-Medium,84
00-0041117,Athan Kaliakmanis,QB,WAS,536.7392614860823,8.427238853718153,8.596626354677888,0.02764144658918566,0.1027401903029289,0.1630249848722429,Rookie-Low,85
00-0039917,Michael Penix Jr.,QB,ATL,536.1476713519669,10.814125940890175,10.922267200299077,0.06430641048811452,0.17469328302972492,0.14580187428064034,Low,86
00-0041511,Omar Cooper Jr.,WR,NYJ,530.2439224740793,8.319289805775213,8.527272050919592,0.03429867257819892,0.19900272979163416,0.1565319427910622,Rookie-Medium,87
00-0035676,A.J. Brown,WR,NE,530.0144181329686,10.95780968298154,7.872809528089084,0.4037885615752464,0.6706670666100123,0.02836617251172512,High,88
00-0039868,Troy Franklin,WR,DEN,528.8563661758963,7.460480058794912,7.460480058794912,0.02313956534558353,0.3613902930230892,0.16860642277439356,High,89
00-0038994,Jordan Addison,WR,MIN,525.0490223699029,8.41620867380963,8.41620867380963,0.1001095459187864,0.3457257374476817,0.16715258417660792,High,90
00-0040730,RJ Harvey,RB,DEN,522.8349129259911,10.886904917934055,7.036047051242816,0.1718582572072442,0.5204293409076777,0.162272173290228,Medium,91
00-0036613,Jaylen Waddle,WR,DEN,517.232863234446,9.02746194379872,7.717141344450619,0.04836809823088802,0.29337628618452,0.02810863016413853,High,92
00-0033280,Christian McCaffrey,RB,SF,516.0497411697205,16.990993493502252,4.111014402107779,0.4040746865244904,0.7313601555720038,0.2021736518776499,Medium,93
00-0041547,KC Concepcion,WR,CLE,514.4495865581217,7.962917416125554,8.366040110316908,0.03984218202945458,0.15076868165845683,0.1263285204990158,Rookie-Medium,94
00-0036997,Javonte Williams,RB,DAL,513.4076849947442,12.276270199236372,6.73104897012491,0.06579070964691017,0.5501492520005359,0.19328815965989912,Medium,95
00-0040867,Makai Lemon,WR,PHI,508.6072899516532,7.9798207260821314,8.179316244234185,0.03173360999749166,0.1567915947910262,0.1379512241046126,Rookie-Medium,96
00-0035228,Kyler Murray,QB,MIN,507.1408898036407,13.22483678918966,13.22483678918966,0.1340487070887558,0.371583039352884,0.15357504852308854,Low,97
00-0040715,Cam Skattebo,RB,NYG,502.99108966340555,13.842671924930295,11.049614537110212,0.4055619524127528,0.7408941674375519,0.0867865696343116,Medium,98
00-0040735,Luther Burden III,WR,CHI,494.9430959009284,7.419206023124152,7.604686173702255,0.01678121125007118,0.30307035871118543,0.18532179649372724,High,99
00-0041035,De'Zhaun Stribling,WR,SF,493.7669465957905,7.894210703738371,7.894210703738371,0.03442609148503509,0.3696364633373261,0.20634696055712656,Rookie-Medium,100
00-0035700,Josh Jacobs,RB,GB,492.1973810000326,15.437260429108624,5.322808410691858,0.5675072160125894,0.8714947742889495,0.14021719528012253,Medium,101
00-0040189,Oronde Gadsden II,TE,LAC,492.0331525405357,7.375585919146185,7.559975567124839,0.2031430147679524,0.5511547091495664,0.06711531676526958,High,102
00-0023459,Aaron Rodgers,QB,PIT,485.4679012065336,12.776979915719611,5.732312115447317,0.05809192578395987,0.11891263640479888,0.27847865742012545,Low,103
00-0034844,Saquon Barkley,RB,PHI,483.5977878313989,15.817304962637792,4.413159666943689,0.4264907684359574,0.8187433173094855,0.1395005087377097,Medium,104
00-0041092,Taylen Green,QB,CLE,479.01304684174215,7.520890774052898,7.672060678611361,0.02964158027599815,0.10388176007688626,0.132179227069241,Rookie-Low,105
00-0041251,Jalon Daniels,QB,TB,478.71804959974247,7.516259079675565,7.667335887177044,0.02964158027599815,0.10388176007688626,0.12662071462283797,Rookie-Low,106
00-0039919,Rome Odunze,WR,CHI,478.1123449960053,8.359550168376375,8.359550168376375,0.07990301448236192,0.22835887273357944,0.07943073886046213,Medium,107
00-0039165,Zach Charbonnet,RB,SEA,476.63559870286326,10.421552242033185,6.631194205859255,0.08622163703808061,0.35333345545724937,0.14322594617879952,Medium,108
00-0040236,Kyle Monangai,RB,CHI,475.1281360358446,8.147720633598958,6.973975373867525,0.05887375684259203,0.21687665159204908,0.19609400026546,Medium,109
00-0035640,DK Metcalf,WR,PIT,469.6561436167741,9.324667503945925,7.089447155370701,0.0912331381353604,0.6730309321536126,0.03520386927362763,High,110
00-0032764,Derrick Henry,RB,BAL,469.4666578076623,16.507498467294663,3.3427684396271693,0.49455781052011055,0.7747012085104539,0.11394265656059484,Medium,111
00-0036040,Juwan Johnson,TE,NO,465.9522597863004,7.735544043987327,6.6555877726571,0.43010831249368503,0.5289258454141513,0.08564797460704239,High,112
00-0036275,D'Andre Swift,RB,CHI,464.29639586136955,12.799007486644204,5.360233604107907,0.19434555861881816,0.7777638703643054,0.113254061607035,Medium,113
00-0036973,Travis Etienne,RB,NO,462.09163943295994,12.21009537951217,5.149121418409977,0.19285758341611625,0.6840136617105559,0.1437156095554006,Medium,114
00-0039067,Rashee Rice,WR,KC,457.99596379388,10.469411230516284,10.238764417257956,0.4405941008188253,0.7190561266061534,0.0859057875935818,Medium,115
00-0033537,Deshaun Watson,QB,CLE,457.9000305058933,8.022819125690868,8.022819125690868,0.07251117847525762,0.18133484751880743,0.1780936221624473,Low,116
00-0038606,Parker Washington,WR,JAX,448.2286674313727,6.604095785336502,6.604095785336502,0.01183824196120591,0.26018573725015914,0.07431074263949983,High,117
00-0041032,Kenyon Sadiq,TE,NYJ,447.4478671896404,6.865775431248695,7.213355312455659,0.02096149334757396,0.09813300541411318,0.2327759657085439,Rookie-Medium,118
00-0037816,Romeo Doubs,WR,NE,445.6155926199008,6.956816509172265,6.7931889254102975,0.0181294794640756,0.21764837812481155,0.04104196702963132,High,119
00-0040891,Cole Payton,QB,PHI,444.65044131390823,6.9813701814706075,7.121695722118167,0.02964158027599815,0.10388176007688626,0.12765338365450524,Rookie-Low,120
00-0038041,Jake Ferguson,TE,DAL,444.5550550745222,6.421555250730162,6.421555250730162,0.03209311174970122,0.15414185475398445,0.02859787373797856,High,121
00-0041037,Denzel Boston,WR,CLE,444.5066448692493,6.974110296268152,7.148463053674855,0.01179894468864918,0.09259939391732594,0.17262651529522072,Rookie-Medium,122
00-0036252,Michael Pittman,WR,PIT,443.3385398996192,8.269555109051389,6.139897071360634,0.02986862571498036,0.3193852674135192,0.04794990053567647,High,123
00-0037077,Sam Howell,QB,DAL,440.8952108234219,7.4549120674897775,7.604755800046323,0.02870229426802241,0.09023282536269515,0.12662071462283797,Low,124
00-0034348,Courtland Sutton,WR,DEN,439.9458635206947,9.66762615127545,5.6127067832104185,0.1245943052617096,0.5128657663292383,0.04715759250080922,High,125
00-0040906,Garrett Nussmeier,QB,KC,436.98555926910024,6.872415154331847,7.010550698933917,0.02767030374363118,0.13628121313124733,0.12662071462283797,Rookie-Low,126
00-0039849,Marvin Harrison Jr.,WR,ARI,435.86267794143066,7.606373307873864,7.606373307873864,0.02304952752309493,0.10634200795201908,0.1429423720665037,Medium,127
00-0038996,Tucker Kraft,TE,GB,435.07488562963,9.357656647872677,9.357656647872677,0.4046167894254771,0.5546150933727946,0.0225010823121271,Medium,128
00-0041123,Behren Morton,QB,NE,434.29711683865855,6.830134369283895,6.967420070106501,0.02767030374363118,0.13628121313124733,0.12765338365450524,Rookie-Low,129
00-0040130,Jayden Higgins,WR,HOU,433.31276376785775,6.112663929313877,6.112663929313877,0.01372291556452633,0.10128578597317751,0.2002220596397703,High,130
00-0037261,Khalil Shakir,WR,BUF,427.70829611616904,6.7526740948938535,6.516117382273534,0.00961727258795719,0.3194165996182969,0.08031085958686036,High,131
00-0039847,Theo Johnson,TE,NYG,425.94244682755755,6.5062272401076715,6.5062272401076715,0.09562255385697084,0.36061901913377054,0.09174393255336652,High,132
00-0038563,Tre Tucker,WR,LV,423.1543994761027,6.116729833956939,6.116729833956939,0.02142023236794189,0.32644880075346644,0.08943769732810121,High,133
00-0040242,Jacory Croskey-Merritt,RB,WAS,422.78833983432435,8.58774363501286,5.768866894473128,0.07306877959734179,0.13087460945403023,0.12950128169362726,Medium,134
00-0040170,Elic Ayomanor,WR,TEN,418.8654081224719,6.143766441744285,6.143766441744285,0.00841799712432292,0.1434122184000325,0.12862692396784134,High,135
00-0040162,Dylan Sampson,RB,CLE,418.6753311316329,6.353752887702797,6.544365474333881,0.02237845026433834,0.05236678396210003,0.137977426419942,Medium,136
00-0039890,Adonai Mitchell,WR,NYJ,418.5053324023696,6.138484981201703,6.138484981201703,0.00841799712432292,0.20574335606669863,0.25451419011774146,High,137
00-0040014,Kyle McCord,QB,MIA,418.414939096054,7.038698205884192,7.180176039822464,0.02952512930575262,0.08690859249662629,0.12765338365450524,Low,138
00-0041149,Haynes King,QB,CAR,414.57910882556814,6.542614534576961,6.674121086721958,0.02870229426802241,0.09023282536269515,0.12765338365450524,Rookie-Low,139
00-0041489,Germie Bernard,WR,PIT,414.4848378344865,6.503081581691112,6.66565862123339,0.00841799712432292,0.1373882317792402,0.16430328006071662,Rookie-Medium,140
00-0038997,Josh Downs,WR,IND,414.3829956488632,6.1484600102944,6.1484600102944,0.00841799712432292,0.15243716883330705,0.11103560883226428,High,141
00-0040981,Joe Fagnano,QB,BAL,413.6267881315639,6.527585636396777,6.658790107688353,0.02767030374363118,0.13628121313124733,0.12765338365450524,Rookie-Low,142
00-0040704,Dillon Gabriel,QB,CLE,412.33039365108135,7.839911797901511,7.997494025039331,0.02870229426802241,0.09023282536269515,0.23123921876761505,Low,143
00-0033090,Hunter Henry,TE,NE,411.4295624011155,7.8256663481432,5.615889021302828,0.2379222994136232,0.4961391116365895,0.05222747339467826,High,144
00-0034351,Dallas Goedert,TE,PHI,409.965480875155,8.39805958557812,6.072528629906458,0.2230210014563289,0.371368132549585,0.02563580900468405,High,145
00-0037809,Chig Okonkwo,TE,WAS,409.1893621348541,5.819158933526976,5.819158933526976,0.05493890075782483,0.1359557482736453,0.01806375603268816,High,146
00-0036259,Jauan Jennings,WR,MIN,408.65408007690655,8.42860643037999,6.076216012154056,0.08054454102566758,0.3872455816834068,0.0374215147970553,High,147
00-0039793,AJ Barner,TE,SEA,405.3291746159334,5.717904553812658,5.717904553812658,0.14961277220124003,0.2664946372524725,0.05856850859500506,High,148
00-0034383,Dalton Schultz,TE,HOU,404.4337370236691,6.8097986912774635,5.754706472762295,0.2809846899985536,0.41851709134523535,0.05222747339467826,High,149
00-0038129,Cade Otton,TE,TB,400.7039812701096,6.230668113597435,6.230668113597435,0.00783558736736372,0.05307169190889669,0.01608898368189851,High,150
00-0039337,Malik Nabers,WR,NYG,394.0504891834832,11.052581217707598,11.052581217707598,0.24616292519599264,0.632980221857553,0.10831139501457202,Low,151
00-0038555,Tank Bigsby,RB,PHI,393.5623152054094,7.040654713951667,6.329282014198879,0.0124905672808719,0.05135724317204824,0.1851192816737534,Medium,152
00-0040719,Bhayshul Tuten,RB,JAX,393.5155868084372,7.662520857842711,6.148283161531585,0.01604912256679097,0.18165710497801832,0.15242091789704074,Medium,153
00-0039065,Sam LaPorta,TE,DET,392.462040084416,7.976155430033538,7.976155430033538,0.22367808272390843,0.3931397576650514,0.01929386840557622,Medium,154
00-0038933,Dalton Kincaid,TE,BUF,391.69182458390463,6.880858845360834,6.880858845360834,0.2670521762141726,0.49494270031114934,0.05127451853708553,Medium,155
00-0036894,Pat Freiermuth,TE,PIT,391.5700908194922,6.159328860439871,6.159328860439871,0.08817187420660708,0.32854368003601797,0.01929386840557622,High,156
00-0039901,Keon Coleman,WR,BUF,389.8854696947641,6.800053203567262,6.800053203567262,0.00986789249870311,0.13768441784695465,0.09244511626724232,Medium,157
00-0026158,Joe Flacco,QB,CIN,389.7337511502067,11.14567999554466,5.417883654101703,0.04319249784938138,0.1057980598428848,0.18783251112599716,Low,158
00-0038124,Christian Watson,WR,GB,389.4013890488701,8.531835445652588,7.720642204329895,0.09127264204882148,0.29860795976475174,0.08196110591235191,Medium,159
00-0033288,George Kittle,TE,SF,388.9249574130939,10.41551995509289,6.635277573944827,0.48090987844248606,0.6564435447425377,0.02608239302027733,Medium,160
00-0034960,Jakobi Meyers,WR,JAX,387.01860640740375,8.111448078492208,5.3854235566184885,0.10198875731875764,0.3763313413340989,0.10388280471114436,High,161
00-0040583,Woody Marks,RB,HOU,386.8065107888703,8.488144846799509,5.3699046664379475,0.03221318843906569,0.11458329036895584,0.14923644222542148,Medium,162
00-0036139,Rico Dowdle,RB,PIT,385.64270809474584,10.829125941422706,4.008502832393617,0.10034812250390004,0.4523949211979065,0.09479517199319194,Medium,163
00-0039894,Xavier Worthy,WR,KC,385.51814833727445,6.143081626821381,6.143081626821381,0.0135154722719477,0.25752488278500846,0.30170877177065103,High,164
00-0036407,Jerry Jeudy,WR,CLE,383.9511007589597,6.1911304812922445,5.568424346745999,0.01275150770041523,0.1688086485717718,0.10698316927561025,High,165
00-0040668,Shedeur Sanders,QB,CLE,383.21546150556577,8.107775526563678,8.270741814647609,0.02952512930575262,0.08690859249662629,0.1840091415480842,Low,166
00-0038476,Tommy DeVito,QB,NE,382.6425194444911,6.554554069766957,6.554554069766957,0.02870229426802241,0.09023282536269515,0.12765338365450524,Low,167
00-0036879,Sam Ehlinger,QB,DEN,380.6006467869363,6.519577390340553,6.519577390340553,0.02870229426802241,0.09023282536269515,0.12662071462283797,Low,168
00-0031381,Davante Adams,WR,LA,379.9479188198005,11.417722599621454,4.6918623541924624,0.2341549144826781,0.49577912686247105,0.06931475300055653,High,169
00-0037228,Jaylen Warren,RB,PIT,377.6515723152676,10.624958837783815,4.263768898131005,0.09825577145347544,0.18311459950535217,0.104892077504337,Medium,170
00-0038608,Kayshon Boutte,WR,HOU,373.1414734031463,5.965039217027353,5.965039217027353,0.01481834298024132,0.1361492125372188,0.19506465244419993,High,171
00-0039107,Stetson Bennett,QB,LA,371.6827439097784,6.3668163310570165,6.3668163310570165,0.02870229426802241,0.09023282536269515,0.12662071462283797,Low,172
00-0037327,Skylar Thompson,QB,BAL,367.6866086132932,6.307268618446774,6.307268618446774,0.02870229426802241,0.09023282536269515,0.12765338365450524,Low,173
00-0039384,Tyrone Tracy Jr.,RB,NYG,363.7899898632509,9.519522033791064,4.775799470326544,0.06991684396198473,0.2473507196583268,0.0792772487972817,Medium,174
00-0038935,Brenton Strange,TE,JAX,363.4476453984233,6.338946992190811,6.338946992190811,0.2108054729314166,0.34343685949426506,0.01929386840557622,Medium,175
00-0037740,Garrett Wilson,WR,NYJ,363.1101153104584,8.684035135463336,8.624658520309312,0.17511408646661417,0.44318486918884664,0.09711159033207468,Low,176
00-0040718,Travis Hunter,WR,JAX,360.635342797756,6.177577591921913,6.177577591921913,0.00920653780899234,0.2659520618213746,0.23353796357483267,Low,177
