position,season,week,player_id,projected_weekly_fppg_232,residual,risk_score_232,signal_correction_232,pid_correction_232
QB,2022,3,00-0029604,16.976029575438798,1.3239704245611996,5.5743213622477885,0,-0
QB,2022,3,00-0026498,16.559795918336054,-6.3997959183360535,5.251969232134412,0,0
QB,2022,3,00-0031280,15.861237107514416,3.958762892485584,3.214841851585235,0,0
QB,2022,3,00-0033106,15.689483709217852,-1.8094837092178508,4.6813382597411595,0,0
QB,2022,3,00-0029701,14.985658076955644,3.774341923044357,5.567764927239217,0,-0
QB,2022,3,00-0026143,14.918037381612784,2.361962618387217,6.529987045391171,0,-0
QB,2022,3,00-0036971,14.898251731126477,10.281748268873523,2.4662751152585622,0,0
QB,2022,3,00-0036212,14.42161048533334,-2.9816104853333396,8.93656683169376,0,0
QB,2022,3,00-0035710,14.315160917793886,-0.5751609177938857,2.6328560000075436,0,0
QB,2022,3,00-0034855,14.021261877291206,-3.3212618772912066,1.7907209354568683,0,0
QB,2022,3,00-0036945,13.480809764980116,-8.540809764980114,3.1305688872939257,0,-0
QB,2022,3,00-0031345,13.358880961476206,-2.918880961476207,1.1731755432753963,0,0
QB,2022,3,00-0036972,13.274822775544813,2.665177224455187,1.7059826917950365,0,0
QB,2022,3,00-0026158,12.463370260765156,-5.063370260765156,6.439146315197199,0,0
QB,2022,3,00-0036898,12.432468572072526,-2.6324685720725256,3.3105514036395043,0,-0
QB,2022,3,00-0032268,12.027192189026763,5.532807810973239,3.030484378569162,0,0
QB,2022,3,00-0031237,11.88544758033042,-11.88544758033042,2.2646153013400796,0,0
QB,2022,3,00-0033869,10.944167144740472,4.035832855259528,1.303836150528217,0,0
QB,2022,3,00-0030565,9.86045022586686,9.039549774133139,5.980741051287758,0,0
QB,2022,3,00-0031503,9.013526004786636,5.6064739952133635,5.619895303121771,0,0
QB,2022,3,00-0033936,8.990845870039053,-9.090845870039052,2.596180174362356,0,0
QB,2022,3,00-0033662,6.0569405283489655,6.343059471651035,7.324118736285849,0,0
QB,2022,3,00-0033119,5.737826131462801,12.162173868537202,5.020261265477696,0,0
QB,2022,4,00-0034796,24.31085523528374,-11.250855235283739,8.180357860332247,0,0
QB,2022,4,00-0034857,24.013430847362223,-0.4934308473622231,1.6897995238216117,0,0
QB,2022,4,00-0033873,21.39001096401115,1.9699890359888492,5.499913213439495,0,0
QB,2022,4,00-0036355,20.973904352221908,0.12609564777809368,2.833532092702753,0,-0
QB,2022,4,00-0035228,20.885751341019,1.9942486589810038,4.453480593072204,0,-0
QB,2022,4,00-0036442,20.156976438147808,-0.07697643814780974,2.9527731976098917,0,0
QB,2022,4,00-0019596,18.65350348913595,8.746496510864048,2.871438993544199,0,0
QB,2022,4,00-0023459,18.64456325611708,-2.5045632561170805,3.8618056966618113,0,-0
QB,2022,4,00-0036389,18.63690201133921,-2.676902011339209,3.194797075041504,0,0
QB,2022,4,00-0029263,17.753062085102247,9.226937914897757,3.4190702754283917,0,-0
QB,2022,4,00-0032950,17.2282155201219,-9.9282155201219,4.952870721289319,0,-0
QB,2022,4,00-0029604,17.03490116288817,-4.114901162888168,4.797163341853065,0,0
QB,2022,4,00-0031280,16.24381071049352,-4.72381071049352,2.7777692883887264,0,0
QB,2022,4,00-0026498,15.890156004681891,-7.130156004681892,4.033288554543549,0,-0
QB,2022,4,00-0036971,15.884919800611884,-2.224919800611884,3.115529158507849,0,0
QB,2022,4,00-0033106,15.629759627385024,17.590240372614975,4.576942896029079,0,0
QB,2022,4,00-0029701,15.234019644999224,-0.854019644999223,4.356198465363059,0,0
QB,2022,4,00-0026143,15.023119606811308,4.816880393188695,4.754343180531978,0,0
QB,2022,4,00-0036212,14.410535237025645,-12.010535237025644,6.862581348572705,0,0
QB,2022,4,00-0037013,14.386617099580702,3.893382900419299,3.336659510809675,0,0
QB,2022,4,00-0035710,14.288603888817669,7.351396111182332,2.2402225769634785,0,0
QB,2022,4,00-0034855,13.74513069914222,-5.86513069914222,2.4982026264848294,0,-0
QB,2022,4,00-0031345,13.117251034426944,0.742748965573055,2.707128017849235,0,-0
QB,2022,4,00-0032268,12.688525782600596,-8.828525782600597,3.579113568377319,0,0
QB,2022,4,00-0036945,12.631197099790104,-0.4711970997901034,3.1859645220388186,0,-0
QB,2022,4,00-0036898,12.183674121448773,1.6563258785512271,2.327155550245091,0,0
QB,2022,4,00-0038102,11.700785677792387,0.5992143222076134,1.88651595451333,0,0
QB,2022,4,00-0033869,11.346234397270416,-9.886234397270417,1.5263143539232378,0,0
QB,2022,4,00-0031237,10.771186869674445,0.048813130325555676,2.044592567242506,0,-0
QB,2022,4,00-0030565,10.746407892112993,20.95359210788701,5.127431566840862,0,0
QB,2022,4,00-0027973,9.81416750634403,5.925832493655971,1.330737544943029,0,0
QB,2022,4,00-0038108,8.236823324245199,-0.27682332424519895,1.3961994127300228,0,0
QB,2022,4,00-0026625,7.712801236660478,-6.232801236660478,1.6993773802703949,0,0
QB,2022,4,00-0028118,7.712801236660478,-6.272801236660477,1.7840956097724796,0,0
QB,2022,4,00-0033119,7.038822154755555,7.921177845244446,5.249440194125809,0,0
QB,2022,4,00-0033662,6.695370467385624,10.924629532614377,6.478767448708078,0,0
QB,2022,5,00-0034796,24.690961074159773,-9.930961074159772,8.455227257621605,0,-0
QB,2022,5,00-0034857,23.793200736836717,11.366799263163287,3.7533230179258172,0,0
QB,2022,5,00-0035228,21.04663160088609,-4.8466316008860915,4.67850572307551,0,0
QB,2022,5,00-0036355,20.633395088888616,-6.213395088888614,2.043617013646946,0,0
QB,2022,5,00-0033873,20.169683446966214,10.310316553033786,2.7673226529883674,0,0
QB,2022,5,00-0036442,20.10943603317201,-2.8294360331720085,3.432197918465418,0,0
QB,2022,5,00-0019596,19.935763903596477,-0.19576390359647888,4.314496794155222,0,0
QB,2022,5,00-0023459,19.26375065749311,-2.383750657493106,3.0242132689186105,0,0
QB,2022,5,00-0036389,18.82143653159931,8.83856346840069,4.150626912859289,0,0
QB,2022,5,00-0029263,18.23364094356717,-9.07364094356717,5.361546213949526,0,0
QB,2022,5,00-0033106,18.215660545552197,-10.355660545552198,4.28493087780285,0,0
QB,2022,5,00-0036971,16.32721287009729,-5.9872128700972915,3.1763263608022125,0,0
QB,2022,5,00-0031280,16.127009313472627,1.8129906865273746,3.0387700595962563,0,-0
QB,2022,5,00-0029604,16.052522750337538,6.187477249662461,4.717655742388832,0,-0
QB,2022,5,00-0026498,15.539266091027732,-1.2192660910277322,4.337810631263557,0,-0
QB,2022,5,00-0032950,15.304209147932088,6.555790852067911,4.727640740074681,0,-0
QB,2022,5,00-0026143,14.964451832009834,-8.824451832009833,4.41168598299011,0,0
QB,2022,5,00-0035710,14.82954685984145,-2.4495468598414494,3.0460761532618914,0,0
QB,2022,5,00-0037013,14.751621746495012,-0.15162174649501203,1.633138222697594,0,0
QB,2022,5,00-0029701,14.321756213042802,-2.7817562130428026,5.008517692529586,0,-0
QB,2022,5,00-0031345,13.19624610737768,4.823753892622319,2.1696170842337823,0,0
QB,2022,5,00-0030565,12.991115558359123,11.028884441640876,8.294482913913166,0,0
QB,2022,5,00-0034855,12.513374520993237,-5.913374520993237,1.854269289797006,0,-0
QB,2022,5,00-0036945,11.989084434600093,5.030915565399907,3.0919106083085266,0,0
QB,2022,5,00-0038102,11.756962020499351,0.32303797950064883,2.414103695513764,0,0
QB,2022,5,00-0036898,11.63612967082502,-5.83612967082502,2.452072045741469,0,0
QB,2022,5,00-0032268,11.173609376174433,6.806390623825568,5.640774886890457,0,-0
QB,2022,5,00-0031237,10.671301159018466,-10.671301159018466,4.965146465144233,0,0
QB,2022,5,00-0027973,10.369714302624278,-0.48971430262427695,1.5424051530176204,0,0
QB,2022,5,00-0033662,8.946300406422282,-4.966300406422281,3.560886800724312,0,0
QB,2022,5,00-0033119,8.554193178048308,5.845806821951694,2.886157691183323,0,0
QB,2022,5,00-0038108,8.210871137597211,1.8091288624027886,2.636739105222438,0,-0
QB,2022,5,00-0037327,7.895772801116368,-3.2557728011163674,2.100743770972861,0,0
QB,2022,5,00-0037834,7.65832404574592,-7.75832404574592,2.411386611816249,0,0
QB,2022,5,00-0028986,7.008476120723557,-6.888476120723557,2.4627081567827434,0,-0
QB,2022,5,00-0033275,2.7939302513227515,-0.3939302513227516,1.650207982083667,0,0
QB,2022,6,00-0034857,25.17547062631121,3.1845293736887896,4.546221779098236,0,0
QB,2022,6,00-0033873,22.09060592992129,-2.4706059299212875,3.394335126529718,0,0
QB,2022,6,00-0034796,21.38919191303581,-3.2891919130358076,6.61098282379287,0,0
QB,2022,6,00-0019596,20.925524318057004,-7.205524318057003,3.3126562477745027,0,0
QB,2022,6,00-0036442,20.18752062819621,12.31247937180379,2.2032867138265564,0,-0
QB,2022,6,00-0035228,19.483136860753177,-2.6031368607531746,3.6120852979652884,0,-0
QB,2022,6,00-0036355,19.082885825555323,-10.662885825555323,2.333695923802781,0,-0
QB,2022,6,00-0036389,18.989721051859412,-2.0897210518594136,3.117214588064268,0,0
QB,2022,6,00-0023459,18.672938058869143,-4.832938058869143,1.115176913534637,0,0
QB,2022,6,00-0029604,17.741394337786907,-1.2413943377869074,4.0698365380171335,0,0
QB,2022,6,00-0029263,17.5567198020321,-3.7367198020320984,5.866732666687959,0,-0
QB,2022,6,00-0030565,16.679573224605257,-3.999573224605257,4.517558908157027,0,0
QB,2022,6,00-0036971,15.470130939582695,9.429869060417303,4.388795861761652,0,-0
QB,2022,6,00-0026143,15.34390905720836,11.816090942791643,3.9272441235757403,0,-0
QB,2022,6,00-0035710,14.912364830865233,0.6076351691347668,3.7692419402619746,0,0
QB,2022,6,00-0037013,14.77162639340932,-10.27162639340932,2.334319963503323,0,0
QB,2022,6,00-0026498,14.385876177373571,-2.565876177373571,4.3657547855428955,0,0
QB,2022,6,00-0032950,14.369577775742274,-10.209577775742273,4.682923834496833,0,0
QB,2022,6,00-0031345,13.425866180328416,3.514133819671585,3.3001544034245485,0,0
QB,2022,6,00-0036945,12.770096769410076,5.629903230589923,4.106164859190415,0,0
QB,2022,6,00-0038102,11.792513363206314,-3.512513363206315,0.8944807071894375,0,0
QB,2022,6,00-0032268,11.737442969748267,12.422557030251733,5.358497460571783,0,0
QB,2022,6,00-0027973,10.375886098904523,0.10411390109547725,3.9755576978432297,0,0
QB,2022,6,00-0033869,10.164551649800362,0.09544835019963749,4.123477419005084,0,-0
QB,2022,6,00-0031237,9.55704044836249,8.602959551637511,3.713849003359093,0,-0
QB,2022,6,00-0033119,9.521439201341062,1.1185607986589385,3.5385523449037812,0,0
QB,2022,6,00-0038108,8.378043950949223,11.481956049050776,2.6904681894972233,0,0
QB,2022,6,00-0033662,8.28223034545894,-3.0422303454589397,6.981937736842866,0,0
QB,2022,6,00-0036226,7.712801236660478,-7.352801236660477,1.2491501772145253,0,0
QB,2022,6,00-0037327,7.590544101011709,-3.1305441010117088,2.947809332156176,0,-0
QB,2022,6,00-0036264,7.550996024214606,-7.230996024214606,2.636087981139517,0,-0
QB,2022,6,00-0033275,2.7569992902612435,-0.45699929026124364,2.140027143792881,0,-0
QB,2022,7,00-0033873,22.840278412876355,4.079721587123647,2.4338633378949175,0,0
QB,2022,7,00-0036442,21.95685522322041,17.283144776779594,4.793795952208675,0,0
QB,2022,7,00-0019596,20.681534732517537,-8.981534732517538,5.088357738558077,0,-0
QB,2022,7,00-0033077,20.27396407264438,-7.9939640726443795,5.738910658332552,0,-0
QB,2022,7,00-0035228,19.789642120620265,-2.6296421206202645,3.024821671776336,0,0
QB,2022,7,00-0023459,17.843375460245177,-2.0833754602451773,3.4047408980894986,0,-0
QB,2022,7,00-0034796,17.572422751911844,-6.872422751911845,4.511786264658658,0,0
QB,2022,7,00-0036355,17.507376562222035,2.1126234377779625,4.425791157787734,0,-0
QB,2022,7,00-0026143,17.033366282406885,-7.113366282406885,5.656984686619385,0,0
QB,2022,7,00-0030565,16.95928089085139,-1.859280890851391,4.443431356522189,0,0
QB,2022,7,00-0033106,16.299686463719365,-10.779686463719363,5.917852997844751,0,-0
QB,2022,7,00-0031280,16.061457916451733,-2.521457916451734,2.2686948733051815,0,0
QB,2022,7,00-0036971,15.580549009068104,3.119450990931899,3.4991094965706315,0,0
QB,2022,7,00-0029701,15.540117781086382,-9.660117781086381,2.2500352225813214,0,-0
QB,2022,7,00-0035710,15.423932801889014,13.356067198110987,3.049024797701578,0,0
QB,2022,7,00-0036945,15.047359104220064,8.312640895779936,2.11855067686039,0,0
QB,2022,7,00-0031345,14.543611253279154,3.776388746720846,1.777520047428964,0,0
QB,2022,7,00-0037013,13.844756040323633,-6.6047560403236325,3.6220546695381843,0,-0
QB,2022,7,00-0036212,13.811334988717952,2.128665011282047,8.440551138381005,0,-0
QB,2022,7,00-0036972,13.48844899375118,-12.56844899375118,2.3196029466374366,0,0
QB,2022,7,00-0032268,13.221276563322103,-1.1612765633221027,4.60665349858985,0,0
QB,2022,7,00-0031800,11.773099145970452,2.6669008540295476,1.6319386186543208,0,0
QB,2022,7,00-0038102,11.471814705913278,-1.1918147059132789,3.064404546488717,0,-0
QB,2022,7,00-0036898,11.216085220201268,6.86391477979873,3.157037721931675,0,-0
QB,2022,7,00-0027973,10.43830789518477,16.10169210481523,2.9823655800710887,0,0
QB,2022,7,00-0038108,9.467716764301237,-2.167716764301236,5.2100739548128665,0,0
QB,2022,7,00-0033119,9.259935224633816,2.860064775366183,3.105163811483357,0,0
QB,2022,7,00-0026197,6.9897261207235575,-7.289726120723557,2.509573335781813,0,-0
QB,2022,7,00-0037834,6.93098116645724,-6.19098116645724,2.511363847021383,0,-0
QB,2022,7,00-0034955,4.36904690873319,3.5309530912668103,1.7530014616670209,0,0
QB,2022,7,00-0033275,2.7106933291997355,12.369306670800265,4.118410171253296,0,-0
QB,2022,8,00-0036442,26.43306481824461,-10.95306481824461,6.787607118776913,0,0
QB,2022,8,00-0034857,25.808990515785705,-8.188990515785708,4.212713681274526,0,0
QB,2022,8,00-0033077,19.371161754784616,6.028838245215383,6.373156307293717,0,0
QB,2022,8,00-0035228,18.29489738048735,6.345102619512652,1.0182585762518854,0,-0
QB,2022,8,00-0029263,18.009798660497022,-4.229798660497023,6.47428320083245,0,0
QB,2022,8,00-0036389,17.821755572119518,10.578244427880481,3.3560711078783143,0,0
QB,2022,8,00-0036945,17.67149643903005,8.368503560969948,2.1962715985865406,0,0
QB,2022,8,00-0029604,17.417765925236274,8.062234074763726,3.9686197065714683,0,-0
QB,2022,8,00-0023459,17.28381286162121,-2.0638128616212104,3.263979295834989,0,0
QB,2022,8,00-0035710,17.2192507729128,-8.179250772912802,5.1250095852841024,0,0
QB,2022,8,00-0019596,17.16254514697806,-0.06254514697806002,4.4485896535871445,0,-0
QB,2022,8,00-0036971,16.837217078553508,-10.017217078553507,3.8203857430953816,0,0
QB,2022,8,00-0034796,16.570653590787877,5.249346409212123,4.679758534201486,0,-0
QB,2022,8,00-0031345,15.685106326229892,2.014893673770107,1.1995896881907473,0,0
QB,2022,8,00-0032268,15.467610156895937,6.952389843104065,4.29599819412072,0,0
QB,2022,8,00-0033106,15.088712381886534,3.0512876181134665,6.422758398983007,0,-0
QB,2022,8,00-0031280,14.94840651943084,-13.00840651943084,1.859355575557617,0,-0
QB,2022,8,00-0030565,14.579613557097517,4.500386442902482,3.9336103191430025,0,0
QB,2022,8,00-0026498,14.113736263719414,3.266263736280589,3.714002858500767,0,-0
QB,2022,8,00-0035289,13.965765251463727,-13.145765251463727,2.8717586711687195,0,0
QB,2022,8,00-0036898,12.521040769577514,-3.641040769577513,3.558214110864826,0,0
QB,2022,8,00-0037013,12.28413568723794,4.115864312762062,3.857892690488489,0,0
QB,2022,8,00-0036972,12.230825211957548,-0.5708252119575477,5.247538493624699,0,-0
QB,2022,8,00-0031800,12.023121101035722,10.036878898964277,0.6820860431420956,0,0
QB,2022,8,00-0027973,11.99635469146502,5.16364530853498,5.603520658138303,0,0
QB,2022,8,00-0038102,11.142991048620242,-1.8029910486202425,1.4856701236694358,0,0
QB,2022,8,00-0036212,10.79338474041026,18.38661525958974,5.82305140259,0,0
QB,2022,8,00-0033119,9.511556247926572,12.808443752073428,3.2377839108113182,0,0
QB,2022,8,00-0038128,9.321152120783754,-7.921152120783754,2.0861931258044124,0,-0
QB,2022,8,00-0035264,7.712801236660478,-4.832801236660478,2.656733067114569,0,0
QB,2022,8,00-0032156,7.712801236660478,-7.5128012366604775,1.518971510383128,0,0
QB,2022,8,00-0036879,6.870380114384526,2.6696198856154734,0.9995354310510928,0,0
QB,2022,8,00-0033275,3.862512368138227,12.817487631861773,7.8345863923790375,0,0
QB,2022,9,00-0036442,26.866774413268807,-7.7267744132688065,7.039223256957362,0,-0
QB,2022,9,00-0034857,25.205010405260197,-0.4050104052601995,5.475371826854127,0,-0
QB,2022,9,00-0033873,23.971825895831422,10.168174104168578,3.020502586848136,0,0
QB,2022,9,00-0036389,21.04691509237962,0.9730849076203789,5.122137578731008,0,0
QB,2022,9,00-0036945,20.45063377384004,22.26936622615996,3.639198907837396,0,0
QB,2022,9,00-0029604,20.122887512685644,-3.7228875126856416,3.030243218208863,0,0
QB,2022,9,00-0035228,19.98265264035443,1.0173473596455693,2.5259370818532854,0,0
QB,2022,9,00-0034796,17.77638442966391,-0.25638442966390684,3.9890133488971182,0,0
QB,2022,9,00-0032268,17.286443750469772,-9.726443750469773,4.042237070803227,0,0
QB,2022,9,00-0036355,16.570617298888738,-4.4706172988887385,4.280823585549903,0,0
QB,2022,9,00-0023459,16.380500262997245,-2.7405002629972444,2.717226669052512,0,0
QB,2022,9,00-0036971,16.268885148038915,2.4311148519610875,4.635664854017389,0,-0
QB,2022,9,00-0019596,15.92730556143859,-0.727305561438591,3.2293963339292375,0,0
QB,2022,9,00-0026498,15.467846350065257,-4.967846350065255,3.1247056622586626,0,0
QB,2022,9,00-0030565,14.07744622334365,6.722553776656351,3.77589694554654,0,0
QB,2022,9,00-0036212,13.966684492102566,10.113315507897433,7.1308251019136595,0,0
QB,2022,9,00-0027973,13.679401487745263,-2.779401487745263,3.724864994788595,0,0
QB,2022,9,00-0031800,12.987518056100992,0.6724819438990082,3.445482354994154,0,0
QB,2022,9,00-0031280,12.720980122409944,5.639019877590055,4.461402321118176,0,-0
QB,2022,9,00-0037013,12.039765334152248,0.5202346658477524,3.0486833921140555,0,0
QB,2022,9,00-0033106,11.885238300053707,-0.5052383000537066,4.574987067836529,0,0
QB,2022,9,00-0036972,11.713826430163916,-2.0338264301639164,3.935823318244739,0,0
QB,2022,9,00-0036898,11.44724631895376,0.5127536810462416,3.6431826443808633,0,-0
QB,2022,9,00-0034855,11.183493342844251,3.016506657155748,2.0958779039674207,0,-0
QB,2022,9,00-0038128,8.505989832426815,-1.3059898324268149,2.057901145352493,0,0
QB,2022,9,00-0032434,7.712801236660478,-6.932801236660477,2.8838433727389794,0,0
QB,2022,9,00-0036879,7.120656978660977,-1.1006569786609761,3.5334260330297296,0,0
QB,2022,9,00-0033319,6.272734697802198,-6.392734697802198,1.583451247813613,0,0
QB,2022,9,00-0033275,6.003706407076719,-9.04370640707672,6.604158974365866,0,0
QB,2022,10,00-0036945,26.530633773840037,12.849366226159965,8.583567273919165,0,0
QB,2022,10,00-0033873,25.35087337878649,5.789126621213512,5.183901118239794,0,0
QB,2022,10,00-0034857,23.117280294734684,-1.5172802947346824,3.009921308576371,0,0
QB,2022,10,00-0036389,20.529574612639728,1.270425387360273,2.975962868337672,0,0
QB,2022,10,00-0033077,19.698359436924857,-0.4983594369248543,6.240643220281499,0,0
QB,2022,10,00-0036212,19.110609243794872,4.289390756205126,4.457692220548916,0,0
QB,2022,10,00-0029604,19.013009100135015,-3.533009100135015,3.415325206932665,0,0
QB,2022,10,00-0035710,16.84081874393658,1.4391812560634207,5.7815448551214885,0,-0
QB,2022,10,00-0023459,16.33050026299724,5.029499737002759,2.427465962634496,0,-0
QB,2022,10,00-0019596,16.29730556143859,-0.27730556143859175,3.097014105999552,0,-0
QB,2022,10,00-0030565,16.10744622334365,5.092553776656349,3.053823264796913,0,0
QB,2022,10,00-0031345,16.05972639918063,-0.15972639918062903,1.3008071953184748,0,0
QB,2022,10,00-0036355,15.331358035555446,-3.2913580355554473,3.730176101481848,0,-0
QB,2022,10,00-0026143,15.00907350760541,7.670926492394591,5.2651917116841425,0,-0
